Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Outage Duration,Outage Hour,Area Affected,NERC Region,Alert Criteria,Event Type,Event Category,Demand Loss (MW),Number of Customers Affected,,
42528,0.5,42528,0.510416667,0,3,Utah,WECC,Suspected Physical Attack,Sabotage ,Human Attack,0,0,,
42535,0.332638889,42535,0.333333333,1,3,New Jersey,RFC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42538,0.652777778,42539,0.356944444,41,+6,"Georgia, Alabama, Mississippi, Florida",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Natural Disaster,304,91260,,
42538,0.1875,42538,0.188194444,0,3,Delaware,RFC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42553,0.166666667,42555,0.027777778,68,+6,Oregon: Multnomah County,WECC,Suspected Physical Attack,Actual Physical Event,Other,0,0,,
42556,0.114583333,42557,0.125,49,+6,"Texas: Dallas County, Tarrant County",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,52000,,
42556,0.729166667,42557,0.666666667,47,+6,"Minnesota, Wisconsin",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,250000,,
42558,0.180555556,42558,0.333333333,4,6,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,58500,,
42558,0.245138889,42558,0.361111111,3,3,North Carolina: New Hanover County,SERC,Actual Physical Attack ,Vandalism,Human Attack,0,0,,
42559,0.868055556,42560,0.809027778,47,+6,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,600,203345,,
42559,0.791666667,42560,0,29,+6,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,160895,,
42559,0.75,Unknown,Unknown,#VALUE!,#VALUE!,West Virginia: Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,62961,,
42560,0.739583333,42562,0.583333333,69,+6,Texas: Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,62000,,
42563,0.590277778,42563,0.85625,6,6,Puerto Rico,PR,Voltage Reduction,System Operations,Equipment Failure,450,218000,,
42564,0.541666667,42564,0.542361111,0,3,Washington,WECC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42564,0.625,Unknown,Unknown,#VALUE!,#VALUE!,Tennessee: Shelby County,SERC,Public Appeal,System Operations,Equipment Failure,Unknown,Unknown,,
42565,0.729166667,42567,0.833333333,75,+6,Oklahoma: Arkansas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,7300,,
42565,0.6875,42567,0,56,+6,Arkansas: Louisiana: Mississippi: Texas,"SPP, SERC, TRE","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,170244,,
42565,0.613888889,42566,0.166666667,38,+6,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,96966,,
42570,0.65625,42570,0.811805556,4,6,Idaho,WECC,"Islanding, Uncontrolled Loss 300+ MW",System Operations,Equipment Failure,290,Unknown,,
42570,0.65625,42570,0.809027778,4,6,Idaho,WECC,"Islanding, Uncontrolled Loss 300+ MW",System Operations,Equipment Failure,485,Unknown,,
42572,0.80625,42573,0.00625,29,+6,Puerto Rico,PR,"Load Shed 100+ MW, Voltage Reduction",System Operations,Equipment Failure,200,266000,,
42572,0.2625,42572,0.614583333,8,+6,Delaware: New Castle County,RFC,Suspected Physical Attack,Suspicious Activity,Suspicious Activity,0,0,,
42573,0.993055556,42574,0.381944444,34,+6,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,57058,,
42574,0.635416667,42574,0.828472222,4,6,Pennsylvania: Cambria County,RFC,Voltage Reduction,System Operations,Equipment Failure,87,Unknown,,
42574,0.8125,42575,0.3125,36,+6,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,101073,,
42576,0.785416667,42577,0.096527778,32,+6,Puerto Rico,PR,Voltage Reduction,System Operations,Equipment Failure,0,0,,
42577,0.785416667,42578,0.072916667,31,+6,Puerto Rico,PR,Voltage Reduction,System Operations,Equipment Failure,25,37100,,
42578,0.784722222,42579,0.068055556,31,+6,Puerto Rico,PR,Voltage Reduction,System Operations,Equipment Failure,80,106300,,
42579,0.785416667,42580,0.084722222,32,+6,Puerto Rico,PR,Voltage Reduction,System Operations,Equipment Failure,22,21600,,
42580,0.797916667,42580,0.83125,0,3,Puerto Rico,PR,Voltage Reduction,System Operations,Equipment Failure,0,0,,
42586,0.59375,42586,0.599305556,0,3,Delaware: New Castle County;,RFC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42589,0.777083333,42589,0.852083333,2,3,New Mexico: Bernalillo County;,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,Unknown,Unknown,,
42592,0.25,Unknown,Unknown,#VALUE!,#VALUE!,California: Butte County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Fuel Deficiency,0,0,,
42593,0.6875,42593,0.802083333,3,3,Ohio:,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,62140,,
42595,0.4875,42595,0.588194444,3,3,South Carolina:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,506,0,,
42602,0.595833333,42602,0.888194444,7,+6,New York:,NPCC,Actual Physical Attack,Actual Physical Event,Other,Unknown,40000,,
42605,0.708333333,42606,0.003472222,31,+6,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,72200,,
42606,0.759027778,42606,0.801388889,1,3,Puerto Rico:,PR,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,600,400000,,
42606,0.804166667,42606,0.824305556,0,3,Washington: King County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,Equipment Failure,9232,Unknown,,
42607,0.777777778,42608,0.763194444,48,+6,Oregon: Crook County;,WECC,  Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42613,0.40625,42613,0.413194444,0,3,Colorado:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,Equipment Failure,0,0,,
42613,0.619444444,Unknown,Unknown,#VALUE!,#VALUE!,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,Equipment Failure,0,0,,
42614,0.916666667,Unknown,Unknown,#VALUE!,#VALUE!,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,100,Unknown,,
42615,0.027777778,42617,0.833333333,92,+6,"Florida: Leon County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,450,75000,,
42615,0.166666667,42615,0.666666667,12,+6,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,225,90000,,
42615,0.239583333,42616,0.020833333,43,+6,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,57000,,
42619,0.758333333,42619,0.891666667,3,3,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,Equipment Failure,300,Unknown,,
42621,0.354166667,42638,0,424,+6,New York: Tompkins County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Fuel Deficiency,210,Unknown,,
42621,0.617361111,42621,0.627083333,1,3,Washington:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,Equipment Failure,0,0,,
42623,0.404166667,42623,0.414583333,0,3,Washington: Clark County;,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,Generation Inadequacy,135,Unknown,,
42624,0.503472222,42624,0.631944444,3,3,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,57960,,
42625,0.520833333,42625,0.747222222,5,6,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,Generation Inadequacy,110,53753,,
42634,0.604166667,42637,0.104166667,84,+6,Puerto Rico:,,Complete operational failure or shut-down of the transmission and/or distribution electrical system,System Operations,Equipment Failure,2750,1475000,,
42634,0.822222222,42634,0.886805556,2,3,Texas: Lubbock County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Event,Other,0,0,,
42635,0.455555556,42635,0.486805556,1,3,Iowa: Black Hawk County;,MRO,Complete operational failure or shut-down of the transmission and/or distribution electrical system,System Operations,Equipment Failure,69,19124,,
42638,0.534027778,42638,0.763888889,6,6,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,20,10000,,
10/01/2016,0.516666667,10/02/2016,0.086111111,38,+6,California: Mendocino County;,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Actual Physical Event,Other,0,0,,
10/02/2016,0.979166667,10/05/2016,0.333333333,81,+6,Utah:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Transmission Interruption,Equipment Failure,50,4000,,
10/03/2016,0.63125,10/04/2016,0.791666667,52,+6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Equipment Failure,Unknown,Unknown,,
10/05/2016,0.480555556,10/05/2016,0.791666667,8,+6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Equipment Failure,Unknown,Unknown,,
10/05/2016,0.660416667,Unknown,Unknown,#VALUE!,#VALUE!,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
10/06/2016,0.409722222,10/06/2016,0.791666667,10,+6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Equipment Failure,Unknown,Unknown,,
10/06/2016,0.8125,42651,0.75,47,+6,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,5600,1200000,,
10/07/2016,0.333333333,10/09/2016,0.541666667,77,+6,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,413,165000,,
10/07/2016,0.463888889,10/07/2016,0.791666667,8,+6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,Generation Inadequacy,Unknown,Unknown,,
10/07/2016,0.681944444,10/12/2016,0.458333333,139,+6,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,122,36384,,
10/07/2016,0.947916667,Unknown,Unknown,#VALUE!,#VALUE!,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,Unknown,,
10/07/2016,0.958333333,Unknown,Unknown,#VALUE!,#VALUE!,"South Carolina: Allendale County, Bamberg County, Beaufort County, Berkeley County, Charleston County, Chesterfield County, Clarendon County, Colleton County, Darlington County, Dorchester County, Florence County, Georgetown County, Hampton County, Horry County, Jasper County, Kershaw County, Lee County, Marion County, Marlboro County, Orangeburg County, Richland County, Sumter County, Williamsburg County;",SERC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
Loss of electric service to more than 50,000 customers for 1 hour or more
",Severe Weather,Natural Disaster,Unknown,Unknown,,
10/08/2016,0.347916667,10/13/2016,0.729166667,153,+6,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,Unknown,,
10/08/2016,0.586805556,10/09/2016,0.254166667,40,+6,North Carolina:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,Natural Disaster,Unknown,44875,,
10/08/2016,0.048611111,Unknown,Unknown,#VALUE!,#VALUE!,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,1050,290824,,
10/10/2016,0.552083333,10/10/2016,0.791666667,6,6,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,Generation Inadequacy,Unknown,Unknown,,
10/12/2016,0.50625,10/12/2016,0.552777778,1,3,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,4,1671,,
10/18/2016,0.5875,10/21/2016,0.625,97,+6,"Oregon: Deschutes County, Lake County;",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
10/20/2016,0.520833333,10/20/2016,0.521527778,0,3,Oregon:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
10/25/2016,0.319444444,10/27/2016,0.319444444,72,+6,Tennessee: Shelby County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
10/26/2016,0.226388889,10/26/2016,0.227083333,0,3,Wyoming: Sweetwater County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
10/28/2016,0.561805556,10/28/2016,0.568055556,0,3,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,Equipment Failure,4,482,,
42674,0.3375,10/31/2016,0.661805556,31,+6,North Carolina: Stokes County;,SERC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Actual Physical Event,Other,0,0,,
11/09/2016,0.499305556,11/09/2016,0.760416667,7,+6,"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;",WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Attack,Human Attack,0,0,,
11/09/2016,0.280555556,11/09/2016,0.322222222,1,3,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
11/01/2016,0.871527778,Unknown,Unknown,#VALUE!,#VALUE!,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,Equipment Failure,0,0,,
12/08/2016,0.041666667,12/08/2016,0.104166667,1,3,Oregon: Multnomah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
12/11/2016,0.322916667,12/11/2016,0.323611111,0,3,Utah: Utah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
12/13/2016,0.589583333,12/13/2016,0.604166667,0,3,California: Riverside County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,Human Attack,0,0,,
12/15/2016,0.270833333,Unknown,Unknown,#VALUE!,#VALUE!,California: Merced County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Fuel Deficiency,Unknown,Unknown,,
12/16/2016,0.322916667,12/16/2016,0.364583333,1,3,Oregon: Multnomah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
12/26/2016,0.166666667,12/26/2016,0.25,2,3,Washington:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
12/28/2016,0.16875,12/31/2016,0.25,98,+6,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Fuel Deficiency,0,0,,
12/30/2016,0.371527778,12/30/2016,0.372222222,0,3,Vermont: Chittenden County;,NPCC,Cyber event that could potentially impact electric power system adequacy or reliability,Other,Other,0,0,,
12/30/2016,0.104166667,12/30/2016,0.791666667,17,+6,Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather or Natural Disaster,Natural Disaster,Unknown,85263,,
42011,0.708333333,42012,0.357638889,39,+6,Tennessee,SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Natural Disaster,Unknown,Unknown,,
42011,0.708333333,42012,0.357638889,39,+6,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Natural Disaster,Unknown,Unknown,,
42026,0.183333333,42026,0.246527778,1,3,"Portland, Oregon",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42030,0.610416667,42030,0.611111111,0,3,"Cave Junction, Oregon",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42031,0.4375,42031,0.438194444,0,3,"Kountze, Texas",SERC,Suspected Physical Attack,Sabotage,Human Attack,0,0,,
42036,0.475,42036,0.488888889,0,3,"Weber County, Utah",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42037,0.402777778,42037,0.403472222,0,3,"Conroe, Texas",TRE,Suspected Physical Attack,Sabotage,Human Attack,Unknown,Unknown,,
42039,0.496527778,42039,0.497222222,0,3,"Vollmers, California",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42040,0.34375,42040,0.345138889,0,3,"Cameron, Arizona",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42040,0.472222222,42040,0.472916667,0,3,"Dunismuir, California",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42041,0.873611111,Unknown,Unknown,#VALUE!,#VALUE!,Northern California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Wind,Natural Disaster,Unknown,65000,,
42044,0.479166667,42044,0.552083333,2,3,"Colorado Springs, Colorado",WECC,Suspected Physical Attack,Sabotage,Human Attack,Unknown,Unknown,,
42051,0.903472222,42053,0.291666667,58,+6,"Northern/North Eastern, Georgia",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,Natural Disaster,620,186035,,
42051,0.875,42053,0.583333333,65,+6,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,Natural Disaster,Unknown,67189,,
42052,0.375,42053,0.958333333,62,+6,"North Carolina, South Carolina",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,Natural Disaster,Unknown,52000,,
42052,0.091666667,42053,0.666666667,62,+6,"North Carolina, South Carolina",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,Natural Disaster,Unknown,68000,,
42052,0.263888889,42052,0.3125,1,3,"Prescott Valley, Arizona",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42053,0.625,42055,0.375,66,+6,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Natural Disaster,Unknown,Unknown,,
42054,0.604166667,42054,0.638888889,1,3,"Winslow, Arizona",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42055,0.25,42055,0.416666667,4,6,"North Carolina, South Carolina",SERC,System-wide voltage reductions of 3 percent or more,Severe Weather - Winter,Natural Disaster,Unknown,Unknown,,
42056,0.356944444,42056,0.53125,4,6,"Fentress County, Tennessee",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,Natural Disaster,Unknown,50000,,
42061,0.133333333,42061,0.833333333,17,+6,"North Carolina, South Carolina",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,Natural Disaster,Unknown,124000,,
42061,0.145833333,42062,0.5,57,+6,North Carolina ,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,Natural Disaster,400,103776,,
42067,0.378472222,42067,0.59375,5,6,"Johnson City , Tennessee",SERC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42072,0.993055556,42073,0.453472222,35,+6,Washington,WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42078,0.645833333,42078,0.791666667,4,6,"Greater Portland & Salem , Oregon",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Wind,Natural Disaster,210,71000,,
42079,0.313194444,42079,0.420833333,3,3,"Winona , Minnesota",MRO,Suspected Physical Attack,Sabotage,Human Attack,20,5941,,
42082,0.770833333,42082,0.900694444,3,3,Southwest Kansas,SPP,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42085,0.684027778,42085,0.684722222,0,3,West Virginia,RFC,Suspected Physical Attack,Vandalism,Human Attack,24,0,,
42089,0.639583333,42089,0.707638889,1,3,"Contra Costa County, California",WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,15,Unknown,,
42092,0.184722222,42092,0.389583333,5,6,California,WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42095,0.767361111,42095,0.768055556,0,3,"San Juan County, Utah",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,37,,
42096,0.294444444,42096,0.372916667,1,3,"San Juan County, Utah",WECC,Suspected Physical Attack,Vandalism,Human Attack,6,5763,,
42097,0.083333333,42097,0.325,5,6,"Harvey, Reno, and Sedgwick Counties, Kansas",SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Thunderstorms,Natural Disaster,Unknown,70000,,
42100,0.341666667,42100,0.505555556,4,6,"Butte County, California",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,Equipment Failure,Unknown,80000,,
42101,0.520833333,42101,0.731944444,5,6,Unknown ,RFC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,Unknown,Unknown,,
42101,0.648611111,42101,0.656944444,0,3,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,0,0,,
42111,0.895833333,42113,0.993055556,74,+6,"Houston, Texas",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,280982,,
42111,0.386111111,42111,0.458333333,2,3,Canada ,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,9300,Unknown,,
42112,0.875,42115,0.166666667,79,+6,"Dallas, Fort Worth, Texas",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,89000,,
42118,0.798611111,42120,0.666666667,69,+6,"Dallas, Fort Worth, Texas",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,57000,,
42121,0.4375,42122,0.78125,56,+6,Louisiana and Texas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,199000,,
42126,0.952083333,42127,0.018055556,26,+6,"Franklin County, Tennessee",SERC,Suspected Physical Attack,Vandalism,Human Attack,1,215,,
42128,0.642361111,42128,0.643055556,0,3,"Salt Lake County, Utah",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42135,0.355555556,42135,0.35625,0,3,"Shasta County, California",WECC,Suspected Physical Attack,Sabotage,Human Attack,0,0,,
42136,0.027777778,42136,0.03125,0,3,"Coahoma County, Mississippi",SERC,Suspected Physical Attack,Sabotage,Human Attack,0,0,,
42142,0.644444444,42142,0.657638889,0,3,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,Natural Disaster,275,0,,
42149,0.75,42153,0.302083333,109,+6,North Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,454000,,
42149,0.947916667,42152,0.059027778,75,+6,"Fort Bend County, & Harris County ,Texas",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,61000,,
42149,0.854166667,42150,0.770833333,46,+6,Texas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,57531,,
42149,0.854166667,Unknown,Unknown,#VALUE!,#VALUE!,"Texas, Louisiana, Arkansas",SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,57351,,
42150,0.229166667,42151,0.791666667,62,+6,"Texas, Louisiana, Arkansas, Mississippi",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,78515,,
42156,0.01875,42156,0.09375,2,3,"Daviess County, Kentucky",SERC,Suspected Physical Attack,Vandalism,Human Attack,2,110,,
42156,0.804861111,42157,0.358333333,37,+6,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,5,484,,
42157,0.790277778,42157,0.808333333,1,3,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,5,727,,
42158,0.625,42160,0.708333333,74,+6,Texas,TRE,Public appeal to reduce the use of electricity,System Operations,Equipment Failure,Unknown,Unknown,,
42162,0.579166667,42162,0.592361111,1,3,"Shelby County, Tennessee",SERC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident

System-wide voltage reductions of 3 percent or more",System Operations,Equipment Failure,926,Unknown,,
