Month,Day,Hour,DC Output (W),AC Output (W),Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),,,,,,,,,,
4,22,21,0,0,0,0,21,3.2,0.16,0,21,,,,,,,,,,
4,22,22,0,0,0,0,21,3.1,0.16,0,21,,,,,,,,,,
4,22,23,0,0,0,0,21,3,0.16,0,21,,,,,,,,,,
4,23,0,0,0,0,0,21,2.9,0.16,0,21,,,,,,,,,,
4,23,1,0,0,0,0,21,2.9,0.16,0,21,,,,,,,,,,
4,23,2,0,0,0,0,21,2.9,0.16,0,21,,,,,,,,,,
4,23,3,0,0,0,0,21,3,0.16,0,21,,,,,,,,,,
4,23,4,0,0,0,0,21,3.1,0.16,0,21,,,,,,,,,,
4,23,5,0,0,0,0,21,3.5,0.16,0,21,,,,,,,,,,
4,23,6,187.002,164.522,153,60,22,4.1,0.16,66.912,23.274,,,,,,,,,,
4,23,7,865.708,819.179,433,128,23,5,0.16,269.008,27.684,,,,,,,,,,
4,23,8,1675.757,1600.524,593,165,24,5.5,0.16,501.662,32.311,,,,,,,,,,
4,23,9,2322.652,2224.497,678,192,25,5.7,0.16,712.334,36.497,,,,,,,,,,
4,23,10,2779.501,2665.158,717,215,26,5.5,0.16,872.578,40.389,,,,,,,,,,
4,23,11,2299.416,2202.084,250,470,27,5.2,0.16,728.727,39.41,,,,,,,,,,
4,23,12,2185.056,2091.777,191,492,26,4.9,0.16,690.952,38.209,,,,,,,,,,
4,23,13,905.464,857.526,14,281,26,4.6,0.16,284.15,31.214,,,,,,,,,,
4,23,14,291.865,265.669,0,98,25,4.6,0.16,93.317,26.714,,,,,,,,,,
4,23,15,191.847,169.195,0,65,25,4.6,0.16,61.739,26.137,,,,,,,,,,
4,23,16,685.069,644.94,39,197,24,4.3,0.16,208.435,28.013,,,,,,,,,,
4,23,17,436.971,405.633,122,113,23,4,0.16,137.562,25.742,,,,,,,,,,
4,23,18,18.07,1.576,0,9,23,4.1,0.16,8.504,23.152,,,,,,,,,,
4,23,19,0,0,0,0,22,4.1,0.16,0,22,,,,,,,,,,
4,23,20,0,0,0,0,22,3.6,0.16,0,22,,,,,,,,,,
4,23,21,0,0,0,0,22,3.4,0.16,0,22,,,,,,,,,,
4,23,22,0,0,0,0,22,3.5,0.16,0,22,,,,,,,,,,
4,23,23,0,0,0,0,22,3.6,0.16,0,22,,,,,,,,,,
4,24,0,0,0,0,0,22,3.5,0.16,0,22,,,,,,,,,,
4,24,1,0,0,0,0,22,3.4,0.16,0,22,,,,,,,,,,
4,24,2,0,0,0,0,22,3.3,0.16,0,22,,,,,,,,,,
4,24,3,0,0,0,0,22,3.1,0.16,0,22,,,,,,,,,,
4,24,4,0,0,0,0,22,3,0.16,0,22,,,,,,,,,,
4,24,5,0,0,0,0,22,3,0.16,0,22,,,,,,,,,,
4,24,6,21.482,4.867,0,8,22,3,0.16,7.556,22.176,,,,,,,,,,
4,24,7,13.459,0,0,5,22,3,0.16,4.728,22.111,,,,,,,,,,
4,24,8,65.781,47.596,0,23,23,2.7,0.16,21.798,23.538,,,,,,,,,,
4,24,9,97.971,78.645,0,34,23,2.3,0.16,32.284,23.855,,,,,,,,,,
4,24,10,1413.96,1348.003,61,396,24,2.1,0.16,445.613,36.249,,,,,,,,,,
4,24,11,328.092,300.612,0,110,24,2.3,0.16,105.067,26.772,,,,,,,,,,
4,24,12,2079.347,1989.813,165,493,24,2.5,0.16,665.451,40.94,,,,,,,,,,
4,24,13,2067.193,1978.09,197,466,24,2.5,0.16,659.284,40.797,,,,,,,,,,
4,24,14,2556.254,2449.822,674,228,24,2.5,0.16,815.818,44.878,,,,,,,,,,
4,24,15,637.743,599.291,7,202,24,2.7,0.16,197.865,28.872,,,,,,,,,,
4,24,16,72.11,53.7,0,25,23,2.8,0.16,23.683,23.575,,,,,,,,,,
4,24,17,389.54,359.883,62,112,22,2.4,0.16,121.032,25.149,,,,,,,,,,
4,24,18,39.429,22.178,0,18,21,1.8,0.16,17.041,21.461,,,,,,,,,,
4,24,19,0,0,0,0,21,1.8,0.16,0,21,,,,,,,,,,
4,24,20,0,0,0,0,21,1.9,0.16,0,21,,,,,,,,,,
4,24,21,0,0,0,0,20,1.9,0.16,0,20,,,,,,,,,,
4,24,22,0,0,0,0,20,1.9,0.16,0,20,,,,,,,,,,
4,24,23,0,0,0,0,20,1.8,0.16,0,20,,,,,,,,,,
4,25,0,0,0,0,0,20,1.5,0.16,0,20,,,,,,,,,,
4,25,1,0,0,0,0,20,1.3,0.16,0,20,,,,,,,,,,
4,25,2,0,0,0,0,20,1.5,0.16,0,20,,,,,,,,,,
4,25,3,0,0,0,0,20,1.5,0.16,0,20,,,,,,,,,,
4,25,4,0,0,0,0,19,1.3,0.16,0,19,,,,,,,,,,
4,25,5,0,0,0,0,19,1.7,0.16,0,19,,,,,,,,,,
4,25,6,21.741,5.116,0,8,20,2.4,0.16,7.556,20.196,,,,,,,,,,
4,25,7,70.288,51.943,0,24,21,2.7,0.16,22.716,21.562,,,,,,,,,,
4,25,8,158.052,136.598,0,53,22,2.5,0.16,50.281,23.286,,,,,,,,,,
4,25,9,388.379,358.763,0,128,23,2.2,0.16,121.941,26.29,,,,,,,,,,
4,25,10,489.44,456.243,3,159,24,2,0.16,154.669,28.334,,,,,,,,,,
4,25,11,824.061,779.007,13,258,25,1.8,0.16,261.07,32.617,,,,,,,,,,
4,25,12,719.242,677.902,11,226,24,1.1,0.16,228.325,31.814,,,,,,,,,,
4,25,13,507.52,473.682,4,165,24,0.7,0.16,161.787,30.147,,,,,,,,,,
4,25,14,490.115,456.894,2,160,23,1.1,0.16,154.546,28.298,,,,,,,,,,
4,25,15,1073.039,1019.163,61,298,23,1.7,0.16,332.226,32.95,,,,,,,,,,
4,25,16,915.993,867.681,136,218,22,2,0.16,277.648,29.839,,,,,,,,,,
4,25,17,367.92,339.029,39,110,21,1.7,0.16,113.454,24.403,,,,,,,,,,
4,25,18,36.184,19.048,0,16,20,1.5,0.16,15.14,20.442,,,,,,,,,,
4,25,19,0,0,0,0,19,2.1,0.16,0,19,,,,,,,,,,
4,25,20,0,0,0,0,18,2.7,0.16,0,18,,,,,,,,,,
4,25,21,0,0,0,0,18,2.7,0.16,0,18,,,,,,,,,,
4,25,22,0,0,0,0,17,2.6,0.16,0,17,,,,,,,,,,
4,25,23,0,0,0,0,17,2.4,0.16,0,17,,,,,,,,,,
4,26,0,0,0,0,0,16,2.2,0.16,0,16,,,,,,,,,,
4,26,1,0,0,0,0,16,2.1,0.16,0,16,,,,,,,,,,
4,26,2,0,0,0,0,16,2.4,0.16,0,16,,,,,,,,,,
4,26,3,0,0,0,0,16,2.8,0.16,0,16,,,,,,,,,,
4,26,4,0,0,0,0,16,2.7,0.16,0,16,,,,,,,,,,
4,26,5,0,0,0,0,16,2.7,0.16,0,16,,,,,,,,,,
4,26,6,209.369,186.096,184,64,17,3.1,0.16,73.8,18.633,,,,,,,,,,
4,26,7,844.14,798.375,435,116,19,3.7,0.16,259.339,24.399,,,,,,,,,,
4,26,8,1751.607,1673.687,651,151,21,4.3,0.16,521.322,31.07,,,,,,,,,,
4,26,9,1977.961,1892.02,383,313,22,4.5,0.16,603.374,33.288,,,,,,,,,,
4,26,10,2898.016,2779.473,812,170,23,4.4,0.16,908.436,40.232,,,,,,,,,,
4,26,11,3161.046,3033.184,842,173,24,4.1,0.16,1011.104,43.978,,,,,,,,,,
4,26,12,3216.879,3087.038,848,176,25,4,0.16,1038.066,45.801,,,,,,,,,,
4,26,13,3066.357,2941.85,847,165,26,3.9,0.16,987.791,46.094,,,,,,,,,,
4,26,14,2720.554,2608.3,820,155,26,3.8,0.16,862.752,43.834,,,,,,,,,,
4,26,15,2186.935,2093.589,762,143,25,3.5,0.16,676.074,39.657,,,,,,,,,,
4,26,16,1466.913,1399.08,654,126,24,2.8,0.16,445.188,34.839,,,,,,,,,,
4,26,17,617.282,579.555,467,93,22,1.9,0.16,205.028,27.76,,,,,,,,,,
4,26,18,62.225,44.166,108,30,20,1.5,0.16,24.768,20.73,,,,,,,,,,
4,26,19,0,0,0,0,19,1.5,0.16,0,19,,,,,,,,,,
4,26,20,0,0,0,0,18,1.6,0.16,0,18,,,,,,,,,,
4,26,21,0,0,0,0,17,1.7,0.16,0,17,,,,,,,,,,
4,26,22,0,0,0,0,17,1.6,0.16,0,17,,,,,,,,,,
4,26,23,0,0,0,0,16,1.6,0.16,0,16,,,,,,,,,,
4,27,0,0,0,0,0,16,1.6,0.16,0,16,,,,,,,,,,
4,27,1,0,0,0,0,15,1.7,0.16,0,15,,,,,,,,,,
4,27,2,0,0,0,0,15,1.8,0.16,0,15,,,,,,,,,,
4,27,3,0,0,0,0,14,1.8,0.16,0,14,,,,,,,,,,
4,27,4,0,0,0,0,14,1.7,0.16,0,14,,,,,,,,,,
4,27,5,0,0,0,0,14,2,0.16,0,14,,,,,,,,,,
4,27,6,182.674,160.347,189,54,16,2.5,0.16,65.793,17.605,,,,,,,,,,
4,27,7,974.89,924.491,610,98,18,2.2,0.16,302.484,26.117,,,,,,,,,,
4,27,8,1824.609,1744.102,757,121,21,2.4,0.16,551.23,35.441,,,,,,,,,,
4,27,9,2468.697,2365.367,835,136,24,3,0.16,773.076,42.157,,,,,,,,,,
4,27,10,2930.77,2811.067,873,149,25,3.2,0.16,941.628,46.356,,,,,,,,,,
4,27,11,3164.567,3036.579,884,161,25,3.1,0.16,1032.276,48.775,,,,,,,,,,
4,27,12,3211.752,3082.093,878,169,26,2.9,0.16,1060.356,51.25,,,,,,,,,,
4,27,13,3040.431,2916.842,857,171,26,2.5,0.16,1002.703,51.644,,,,,,,,,,
4,27,14,2676.689,2565.989,818,166,25,1.9,0.16,871.404,50.079,,,,,,,,,,
4,27,15,2141.827,2050.079,756,154,25,1.4,0.16,682.487,46.951,,,,,,,,,,
4,27,16,1446.757,1379.639,657,130,25,1,0.16,450.194,40.966,,,,,,,,,,
4,27,17,619.296,581.497,480,94,24,0.8,0.16,209.027,31.598,,,,,,,,,,
4,27,18,65.138,46.976,117,31,22,0.8,0.16,25.558,22.902,,,,,,,,,,
4,27,19,0,0,0,0,20,1,0.16,0,20,,,,,,,,,,
4,27,20,0,0,0,0,18,1.1,0.16,0,18,,,,,,,,,,
4,27,21,0,0,0,0,17,1.2,0.16,0,17,,,,,,,,,,
4,27,22,0,0,0,0,16,1.3,0.16,0,16,,,,,,,,,,
4,27,23,0,0,0,0,16,1.3,0.16,0,16,,,,,,,,,,
4,28,0,0,0,0,0,16,1.2,0.16,0,16,,,,,,,,,,
4,28,1,0,0,0,0,15,1.2,0.16,0,15,,,,,,,,,,
4,28,2,0,0,0,0,15,1.3,0.16,0,15,,,,,,,,,,
4,28,3,0,0,0,0,15,1.2,0.16,0,15,,,,,,,,,,
4,28,4,0,0,0,0,15,1.1,0.16,0,15,,,,,,,,,,
4,28,5,0,0,0,0,15,1.1,0.16,0,15,,,,,,,,,,
4,28,6,161.177,139.612,5,54,17,1.3,0.16,50.78,18.661,,,,,,,,,,
4,28,7,970.55,920.305,594,103,19,1.9,0.16,302.483,27.624,,,,,,,,,,
4,28,8,1457.852,1390.34,390,220,20,2.7,0.16,437.061,30.82,,,,,,,,,,
4,28,9,1975.508,1889.654,387,312,21,3.4,0.16,605.078,34.283,,,,,,,,,,
4,28,10,2557.459,2450.984,501,337,22,4.1,0.16,797.919,37.752,,,,,,,,,,
4,28,11,2168.551,2075.856,196,482,23,4.5,0.16,678.335,35.632,,,,,,,,,,
4,28,12,1587.699,1515.586,54,443,23,4.6,0.16,493.913,32.062,,,,,,,,,,
4,28,13,816.968,772.165,12,252,23,4.6,0.16,253.681,27.655,,,,,,,,,,
4,28,14,2023.704,1936.142,264,397,23,4.5,0.16,625.847,34.681,,,,,,,,,,
4,28,15,1326.033,1263.192,126,321,22,4.1,0.16,402.992,29.96,,,,,,,,,,
4,28,16,873.83,827.013,108,219,21,3.6,0.16,262.148,26.589,,,,,,,,,,
4,28,17,431.39,400.25,92,117,20,3,0.16,133.368,23.113,,,,,,,,,,
4,28,18,69.685,51.362,110,32,19,2.7,0.16,26.339,19.62,,,,,,,,,,
4,28,19,0,0,0,0,19,2.9,0.16,0,19,,,,,,,,,,
4,28,20,0,0,0,0,19,3.3,0.16,0,19,,,,,,,,,,
4,28,21,0,0,0,0,19,3.5,0.16,0,19,,,,,,,,,,
4,28,22,0,0,0,0,19,3.5,0.16,0,19,,,,,,,,,,
4,28,23,0,0,0,0,19,3.5,0.16,0,19,,,,,,,,,,
4,29,0,0,0,0,0,19,3.3,0.16,0,19,,,,,,,,,,
4,29,1,0,0,0,0,19,3,0.16,0,19,,,,,,,,,,
4,29,2,0,0,0,0,19,2.8,0.16,0,19,,,,,,,,,,
4,29,3,0,0,0,0,19,2.5,0.16,0,19,,,,,,,,,,
4,29,4,0,0,0,0,19,2.2,0.16,0,19,,,,,,,,,,
4,29,5,0,0,0,0,19,2.2,0.16,0,19,,,,,,,,,,
4,29,6,184.77,162.369,132,58,20,2.6,0.16,64.599,21.571,,,,,,,,,,
4,29,7,873.677,826.865,349,158,22,3.1,0.16,269.692,28.187,,,,,,,,,,
4,29,8,1644.347,1570.227,521,201,23,3.8,0.16,495.674,33.275,,,,,,,,,,
4,29,9,2293.116,2196.008,637,218,24,4.4,0.16,707.14,37.427,,,,,,,,,,
4,29,10,552.509,517.077,5,177,25,4.6,0.16,173.767,28.19,,,,,,,,,,
4,29,11,989.5,938.583,16,306,26,4.7,0.16,310.686,31.624,,,,,,,,,,
4,29,12,927.374,878.659,15,287,26,4.6,0.16,291.632,31.348,,,,,,,,,,
4,29,13,2179.804,2086.711,233,464,26,4.5,0.16,689.193,38.842,,,,,,,,,,
4,29,14,1070.601,1016.811,26,319,26,4.3,0.16,334.31,32.398,,,,,,,,,,
4,29,15,1240.463,1180.654,106,318,25,3.9,0.16,381.954,32.763,,,,,,,,,,
4,29,16,1349.731,1286.05,541,147,24,3.3,0.16,408.202,33.138,,,,,,,,,,
4,29,17,572.274,536.141,419,90,23,2.5,0.16,189.968,27.753,,,,,,,,,,
4,29,18,75.321,56.798,67,33,22,2,0.16,28.305,22.765,,,,,,,,,,
4,29,19,0,0,0,0,21,2.1,0.16,0,21,,,,,,,,,,
4,29,20,0,0,0,0,21,2.3,0.16,0,21,,,,,,,,,,
4,29,21,0,0,0,0,21,2.2,0.16,0,21,,,,,,,,,,
4,29,22,0,0,0,0,21,2,0.16,0,21,,,,,,,,,,
4,29,23,0,0,0,0,20,1.9,0.16,0,20,,,,,,,,,,
4,30,0,0,0,0,0,20,1.8,0.16,0,20,,,,,,,,,,
4,30,1,0,0,0,0,20,1.6,0.16,0,20,,,,,,,,,,
4,30,2,0,0,0,0,19,1.5,0.16,0,19,,,,,,,,,,
4,30,3,0,0,0,0,19,1.5,0.16,0,19,,,,,,,,,,
4,30,4,0,0,0,0,20,1.4,0.16,0,20,,,,,,,,,,
4,30,5,0,0,0,0,20,1.4,0.16,0,20,,,,,,,,,,
4,30,6,218.931,195.319,213,66,21,1.9,0.16,79.216,23.18,,,,,,,,,,
4,30,7,622.158,584.258,123,156,22,2.4,0.16,190.53,26.963,,,,,,,,,,
4,30,8,1671.471,1596.39,615,158,24,2.8,0.16,508.853,36.393,,,,,,,,,,
4,30,9,813.913,769.219,16,252,25,3.2,0.16,253.331,30.724,,,,,,,,,,
4,30,10,420.979,390.208,0,140,25,3.5,0.16,133.665,27.872,,,,,,,,,,
4,30,11,998.724,947.481,17,309,26,3.8,0.16,314.535,32.454,,,,,,,,,,
4,30,12,1373.751,1309.22,34,405,27,4,0.16,434.965,35.668,,,,,,,,,,
4,30,13,1657.129,1582.556,83,450,27,4.1,0.16,524.423,37.313,,,,,,,,,,
4,30,14,1669.814,1594.792,136,409,26,4.1,0.16,522.684,36.299,,,,,,,,,,
4,30,15,1496.179,1427.309,211,321,25,3.8,0.16,460.691,34.511,,,,,,,,,,
4,30,16,844.27,798.5,97,219,24,3.6,0.16,256.537,29.469,,,,,,,,,,
4,30,17,424.89,393.98,86,118,23,3.6,0.16,132.638,25.813,,,,,,,,,,
4,30,18,70.304,51.959,34,30,22,3,0.17,26.113,22.59,,,,,,,,,,
4,30,19,0,0,0,0,22,3,0.17,0,22,,,,,,,,,,
4,30,20,0,0,0,0,22,3,0.17,0,22,,,,,,,,,,
4,30,21,0,0,0,0,22,3.1,0.17,0,22,,,,,,,,,,
4,30,22,0,0,0,0,22,3.3,0.17,0,22,,,,,,,,,,
4,30,23,0,0,0,0,22,3.5,0.17,0,22,,,,,,,,,,
5,1,0,0,0,0,0,22,3.6,0.17,0,22,,,,,,,,,,
5,1,1,0,0,0,0,22,3.4,0.17,0,22,,,,,,,,,,
5,1,2,0,0,0,0,22,3.3,0.17,0,22,,,,,,,,,,
5,1,3,0,0,0,0,22,3.1,0.17,0,22,,,,,,,,,,
5,1,4,0,0,0,0,22,3.1,0.17,0,22,,,,,,,,,,
5,1,5,0,0,0,0,22,3.3,0.17,0,22,,,,,,,,,,
5,1,6,116.985,96.985,0,40,23,3.8,0.17,37.908,23.782,,,,,,,,,,
5,1,7,218.625,195.024,0,72,24,4.4,0.17,68.334,25.3,,,,,,,,,,
5,1,8,567.392,531.433,5,181,25,4.6,0.17,175.159,28.232,,,,,,,,,,
5,1,9,1038.836,986.171,35,304,26,4.6,0.17,322.415,31.933,,,,,,,,,,
5,1,10,1154.315,1097.559,29,343,27,4.5,0.17,362.557,33.748,,,,,,,,,,
5,1,11,2059.926,1971.08,170,485,27,4.4,0.17,654.811,39.357,,,,,,,,,,
5,1,12,980.719,930.114,16,306,28,4.3,0.17,311.183,33.943,,,,,,,,,,
5,1,13,1939.959,1855.364,152,471,28,4.2,0.17,618.17,39.994,,,,,,,,,,
5,1,14,1351.39,1287.651,63,378,27,4.1,0.17,424.09,35.35,,,,,,,,,,
5,1,15,2047.876,1959.458,592,222,26,4.1,0.17,633.007,38.54,,,,,,,,,,
5,1,16,1048.299,995.3,225,217,25,4,0.17,318.323,31.399,,,,,,,,,,
5,1,17,610.015,572.546,334,122,24,3.6,0.17,197.993,28.148,,,,,,,,,,
5,1,18,79.581,60.907,62,34,23,3.2,0.17,29.179,23.64,,,,,,,,,,
5,1,19,0,0,0,0,22,3.2,0.17,0,22,,,,,,,,,,
5,1,20,0,0,0,0,22,3.2,0.17,0,22,,,,,,,,,,
5,1,21,0,0,0,0,22,3.2,0.17,0,22,,,,,,,,,,
5,1,22,0,0,0,0,22,3.3,0.17,0,22,,,,,,,,,,
5,1,23,0,0,0,0,22,3.3,0.17,0,22,,,,,,,,,,
5,2,0,0,0,0,0,22,2.9,0.17,0,22,,,,,,,,,,
5,2,1,0,0,0,0,22,2.5,0.17,0,22,,,,,,,,,,
5,2,2,0,0,0,0,22,2.4,0.17,0,22,,,,,,,,,,
5,2,3,0,0,0,0,22,2.4,0.17,0,22,,,,,,,,,,
5,2,4,0,0,0,0,22,2.7,0.17,0,22,,,,,,,,,,
5,2,5,0,0,0,0,22,3.4,0.17,0,22,,,,,,,,,,
5,2,6,182.204,159.894,36,61,23,4.1,0.17,59.701,24.169,,,,,,,,,,
5,2,7,508.199,474.338,42,149,24,4.6,0.17,155.5,26.875,,,,,,,,,,
5,2,8,1151.92,1095.248,167,263,25,4.6,0.17,350.311,31.475,,,,,,,,,,
5,2,9,1826.716,1746.133,297,342,26,4.6,0.17,566.282,36.445,,,,,,,,,,
5,2,10,2181.024,2087.887,322,394,27,4.8,0.17,687.546,39.332,,,,,,,,,,
5,2,11,2388.142,2287.666,326,430,27,5,0.17,758.353,40.245,,,,,,,,,,
5,2,12,2450.687,2347.995,293,477,27,5.1,0.17,780.516,40.455,,,,,,,,,,
5,2,13,2611.436,2503.048,449,388,27,5.2,0.17,829.634,41.148,,,,,,,,,,
5,2,14,2425.354,2323.56,527,307,27,5,0.17,762.639,40.359,,,,,,,,,,
5,2,15,1940.482,1855.869,533,227,26,4.6,0.17,596.976,37.04,,,,,,,,,,
5,2,16,1292.492,1230.839,456,173,25,3.9,0.17,391.719,32.996,,,,,,,,,,
5,2,17,469.544,437.051,145,120,24,3.1,0.17,148.927,27.408,,,,,,,,,,
5,2,18,53.893,36.129,0,21,23,3,0.17,19.89,23.453,,,,,,,,,,
5,2,19,0,0,0,0,23,3.4,0.17,0,23,,,,,,,,,,
5,2,20,0,0,0,0,23,3.9,0.17,0,23,,,,,,,,,,
5,2,21,0,0,0,0,23,4.4,0.17,0,23,,,,,,,,,,
5,2,22,0,0,0,0,23,4.4,0.17,0,23,,,,,,,,,,
5,2,23,0,0,0,0,23,3.5,0.17,0,23,,,,,,,,,,
5,3,0,0,0,0,0,22,2.4,0.17,0,22,,,,,,,,,,
5,3,1,0,0,0,0,22,2,0.17,0,22,,,,,,,,,,
5,3,2,0,0,0,0,23,2.5,0.17,0,23,,,,,,,,,,
5,3,3,0,0,0,0,22,2.9,0.17,0,22,,,,,,,,,,
5,3,4,0,0,0,0,22,2.5,0.17,0,22,,,,,,,,,,
5,3,5,0,0,0,0,22,2.1,0.17,0,22,,,,,,,,,,
5,3,6,224.863,201.041,107,73,23,2.5,0.17,76.276,24.91,,,,,,,,,,
5,3,7,487.026,453.914,31,147,25,3.6,0.17,149.868,28.196,,,,,,,,,,
5,3,8,717.396,676.121,19,221,26,4.6,0.17,221.226,30.083,,,,,,,,,,
5,3,9,1101.058,1046.189,44,318,27,4.9,0.17,342.688,33.065,,,,,,,,,,
5,3,10,1950.771,1865.794,200,438,28,5,0.17,616.065,38.761,,,,,,,,,,
5,3,11,2325.265,2227.017,264,475,28,4.9,0.17,742.458,41.126,,,,,,,,,,
5,3,12,475.837,443.122,4,156,29,4.7,0.17,153.45,31.776,,,,,,,,,,
5,3,13,2169.085,2076.371,236,467,28,4.2,0.17,693.283,41.46,,,,,,,,,,
5,3,14,1532.722,1462.557,104,405,28,3.5,0.17,485.183,38.446,,,,,,,,,,
5,3,15,1127.455,1071.65,75,311,27,2.5,0.17,353.04,36.018,,,,,,,,,,
5,3,16,524.084,489.659,6,169,26,1.5,0.17,163.372,31.125,,,,,,,,,,
5,3,17,87.095,68.155,0,30,25,0.7,0.17,28.406,26.09,,,,,,,,,,
5,3,18,61.575,43.539,12,24,24,0.6,0.17,22.53,24.862,,,,,,,,,,
5,3,19,0,0,0,0,23,1.3,0.17,0,23,,,,,,,,,,
5,3,20,0,0,0,0,22,2.1,0.17,0,22,,,,,,,,,,
5,3,21,0,0,0,0,21,2.7,0.17,0,21,,,,,,,,,,
5,3,22,0,0,0,0,20,2.8,0.17,0,20,,,,,,,,,,
5,3,23,0,0,0,0,19,2.6,0.17,0,19,,,,,,,,,,
5,4,0,0,0,0,0,19,2.3,0.17,0,19,,,,,,,,,,
5,4,1,0,0,0,0,18,1.9,0.17,0,18,,,,,,,,,,
5,4,2,0,0,0,0,18,1.8,0.17,0,18,,,,,,,,,,
5,4,3,0,0,0,0,18,2,0.17,0,18,,,,,,,,,,
5,4,4,0,0,0,0,18,2.3,0.17,0,18,,,,,,,,,,
5,4,5,0,0,0,0,18,2.7,0.17,0,18,,,,,,,,,,
5,4,6,244.299,219.788,166,75,18,3.3,0.17,83.402,19.804,,,,,,,,,,
5,4,7,921.207,872.711,404,148,19,3.4,0.17,281.309,25.144,,,,,,,,,,
5,4,8,1681.074,1605.653,564,186,21,3,0.17,505.786,32.897,,,,,,,,,,
5,4,9,2281.614,2184.914,666,204,23,2.5,0.17,714.664,41.309,,,,,,,,,,
5,4,10,2675.987,2565.312,722,217,24,1.7,0.17,875.735,50.257,,,,,,,,,,
5,4,11,2846.279,2729.57,751,223,25,1,0.17,972.655,59.312,,,,,,,,,,
5,4,12,2860.512,2743.298,718,253,26,1,0.17,985.408,60.747,,,,,,,,,,
5,4,13,2732.707,2620.022,687,260,27,1.2,0.17,928.88,58.184,,,,,,,,,,
5,4,14,2404.122,2303.08,626,262,28,1.2,0.17,801.927,54.95,,,,,,,,,,
5,4,15,1406.636,1340.939,177,338,28,0.8,0.17,452.814,44.836,,,,,,,,,,
5,4,16,1294.96,1233.22,430,205,27,0.6,0.17,409.22,43.134,,,,,,,,,,
5,4,17,593.302,556.425,263,137,26,0.8,0.17,193.969,33.134,,,,,,,,,,
5,4,18,77.618,59.014,45,32,24,1,0.17,27.919,24.962,,,,,,,,,,
5,4,19,0,0,0,0,23,1.4,0.17,0,23,,,,,,,,,,
5,4,20,0,0,0,0,22,1.8,0.17,0,22,,,,,,,,,,
5,4,21,0,0,0,0,22,2,0.17,0,22,,,,,,,,,,
5,4,22,0,0,0,0,21,1.9,0.17,0,21,,,,,,,,,,
5,4,23,0,0,0,0,21,1.5,0.17,0,21,,,,,,,,,,
5,5,0,0,0,0,0,20,1.1,0.17,0,20,,,,,,,,,,
5,5,1,0,0,0,0,20,1,0.17,0,20,,,,,,,,,,
5,5,2,0,0,0,0,20,1.1,0.17,0,20,,,,,,,,,,
5,5,3,0,0,0,0,20,1.2,0.17,0,20,,,,,,,,,,
5,5,4,0,0,0,0,20,1.3,0.17,0,20,,,,,,,,,,
5,5,5,0,0,0,0,21,1.8,0.17,0,21,,,,,,,,,,
5,5,6,191.162,168.534,39,64,24,2.7,0.17,62.798,25.536,,,,,,,,,,
5,5,7,559.286,523.614,58,161,25,3.6,0.17,172.05,28.666,,,,,,,,,,
5,5,8,1676.376,1601.121,588,175,26,4.1,0.17,510.638,36.136,,,,,,,,,,
5,5,9,2293.388,2196.27,679,197,27,4.2,0.17,717.332,41.003,,,,,,,,,,
5,5,10,2745.362,2632.228,739,205,28,4.3,0.17,878.424,44.883,,,,,,,,,,
5,5,11,2997.804,2875.725,773,208,29,4.4,0.17,973.62,47.442,,,,,,,,,,
5,5,12,3057.42,2933.229,761,222,29,4.4,0.17,996.285,47.865,,,,,,,,,,
5,5,13,2917.03,2797.813,748,217,29,4.5,0.17,943.245,46.629,,,,,,,,,,
5,5,14,2580.735,2473.436,708,209,28,4.5,0.17,818.587,43.317,,,,,,,,,,
5,5,15,2042.535,1954.306,622,203,28,4.4,0.17,634.988,40.067,,,,,,,,,,
5,5,16,1104.41,1049.422,269,214,27,4.1,0.17,337.924,33.697,,,,,,,,,,
5,5,17,381.971,352.582,37,117,25,3.7,0.17,118.949,27.494,,,,,,,,,,
5,5,18,60.534,42.535,0,23,24,3.4,0.17,21.788,24.468,,,,,,,,,,
5,5,19,0,0,0,0,24,3.2,0.17,0,24,,,,,,,,,,
5,5,20,0,0,0,0,23,2.9,0.17,0,23,,,,,,,,,,
5,5,21,0,0,0,0,23,2.5,0.17,0,23,,,,,,,,,,
5,5,22,0,0,0,0,23,2,0.17,0,23,,,,,,,,,,
5,5,23,0,0,0,0,23,1.8,0.17,0,23,,,,,,,,,,
5,6,0,0,0,0,0,23,2.1,0.17,0,23,,,,,,,,,,
5,6,1,0,0,0,0,23,2.5,0.17,0,23,,,,,,,,,,
5,6,2,0,0,0,0,23,2.8,0.17,0,23,,,,,,,,,,
5,6,3,0,0,0,0,23,2.8,0.17,0,23,,,,,,,,,,
5,6,4,0,0,0,0,23,3,0.17,0,23,,,,,,,,,,
5,6,5,0,0,0,0,23,3.5,0.17,0,23,,,,,,,,,,
5,6,6,175.425,153.355,0,60,24,4.3,0.17,55.922,25.075,,,,,,,,,,
5,6,7,812.225,767.59,340,142,25,4.8,0.17,252.711,29.524,,,,,,,,,,
5,6,8,275.889,250.259,0,92,26,4.9,0.17,87.432,27.551,,,,,,,,,,
5,6,9,1614.175,1541.124,189,365,27,4.8,0.17,502.005,36.012,,,,,,,,,,
5,6,10,2241.106,2145.841,332,410,28,4.8,0.17,710.722,40.746,,,,,,,,,,
